"OrderNumber","SalesChannelTxt","SalesChannel","WarehouseCode","Warehouse","ProcuredDate","OrderDate","StockTime","ShipDate","ProcessingTime","DeliveryDate","ShippingTime","CurrencyCode","SalesTeamID","CustomerID","StoreID","ProductID","Order Quantity","Discount Applied","Unit Cost","Unit Price"
"SO - 0002632","Online",2,"WARE-XYS1001",1,"27/10/18","25/03/19",149,02/04/19,8,07/04/19,5,"USD",18,46,29,45,5,0.2,621.76,"1,072.00"
"SO - 0001698","In-Store",1,"WARE-NMK1003",3,"27/10/18",07/12/18,41,01/01/19,25,03/01/19,2,"USD",3,9,122,47,8,0.08,"1,457.92","1,822.40"
"SO - 0005442","Distributor",3,"WARE-NBV1002",2,01/12/19,"23/02/20",84,12/03/20,18,"15/03/20",3,"USD",24,24,60,12,8,0.05,618.41,951.4
"SO - 0001174","Online",2,"WARE-NMK1003",3,10/04/18,03/10/18,176,"13/10/18",10,"18/10/18",5,"USD",19,3,141,1,4,0.15,903.7,"1,882.70"
"SO - 0003752","Distributor",3,"WARE-UHY1004",4,"15/05/19",03/08/19,80,"25/08/19",22,03/09/19,9,"USD",25,3,236,38,2,0.05,614.99,917.9
"SO - 0004623","Wholesale",4,"WARE-UHY1004",4,"23/08/19","20/11/19",89,07/12/19,17,11/12/19,4,"USD",27,44,218,9,7,0.15,"4,574.96","5,648.10"
"SO - 0002054","In-Store",1,"WARE-NBV1002",2,"27/10/18",11/01/19,76,07/02/19,27,11/02/19,4,"USD",10,30,87,42,3,0.05,804.8,"1,916.20"
"SO - 0002503","Online",2,"WARE-NBV1002",2,"27/10/18",08/03/19,132,"13/03/19",5,"23/03/19",10,"USD",14,37,81,39,7,0.3,"1,050.56","1,876.00"
"SO - 0002781","Distributor",3,"WARE-NMK1003",3,"27/10/18",12/04/19,167,10/05/19,28,"18/05/19",8,"USD",22,30,143,28,8,0.05,414.6,797.3
"SO - 0003220","In-Store",1,"WARE-NMK1003",3,04/02/19,"31/05/19",116,04/06/19,4,08/06/19,4,"USD",9,4,167,1,8,0.08,656.33,"1,058.60"
"SO - 0005207","Online",2,"WARE-XYS1001",1,01/12/19,"27/01/20",57,04/02/20,8,05/02/20,1,"USD",13,32,9,3,1,0.05,"2,644.89","3,725.20"
"SO - 0006852","In-Store",1,"WARE-NMK1003",3,10/03/20,07/08/20,150,"28/08/20",21,05/09/20,8,"USD",8,6,134,42,2,0.05,670.27,"1,098.80"
"SO - 0002873","Distributor",3,"WARE-MKL1006",6,04/02/19,"24/04/19",79,"29/04/19",5,09/05/19,10,"USD",21,38,332,41,3,0.3,"1,912.85","3,825.70"
"SO - 0007114","Online",2,"WARE-XYS1001",1,"18/06/20",08/09/20,82,12/09/20,4,"16/09/20",4,"USD",13,2,47,31,4,0.05,"2,661.84","6,492.30"
"SO - 0005308","In-Store",1,"WARE-NMK1003",3,01/12/19,09/02/20,70,"17/02/20",8,"19/02/20",2,"USD",8,26,101,35,2,0.05,879.17,"1,085.40"
"SO - 0006291","Online",2,"WARE-PUJ1005",5,01/12/19,02/06/20,184,06/06/20,4,07/06/20,1,"USD",15,20,322,12,4,0.1,"1,019.87","1,728.60"
"SO - 000553","In-Store",1,"WARE-MKL1006",6,10/04/18,"22/07/18",103,08/08/18,17,"14/08/18",6,"USD",4,5,365,41,3,0.05,"1,379.66","1,916.20"
"SO - 0006786","In-Store",1,"WARE-NMK1003",3,10/03/20,"30/07/20",142,12/08/20,13,"17/08/20",5,"USD",2,14,143,8,3,0.4,"2,469.08","3,336.60"
"SO - 0007291","Distributor",3,"WARE-UHY1004",4,"18/06/20","28/09/20",102,05/10/20,7,10/10/20,5,"USD",22,16,204,9,3,0.05,161.74,227.8
"SO - 0007772","Distributor",3,"WARE-NMK1003",3,"18/06/20","21/11/20",156,"19/12/20",28,"27/12/20",8,"USD",22,27,121,20,4,0.08,"1,839.95","2,666.60"
"SO - 0005859","Distributor",3,"WARE-NMK1003",3,01/12/19,"13/04/20",134,06/05/20,23,"14/05/20",8,"USD",21,14,157,32,4,0.15,112.23,167.5
"SO - 0006732","Online",2,"WARE-XYS1001",1,10/03/20,"24/07/20",136,01/08/20,8,06/08/20,5,"USD",13,46,47,40,2,0.05,"2,630.49","3,812.30"
"SO - 0007188","In-Store",1,"WARE-NBV1002",2,"18/06/20","17/09/20",91,"30/09/20",13,08/10/20,8,"USD",6,14,66,30,2,0.2,"1,952.38","3,149.00"
"SO - 0004328","In-Store",1,"WARE-NMK1003",3,"15/05/19","15/10/19",153,05/11/19,21,06/11/19,1,"USD",1,47,166,1,8,0.2,"1,632.12","3,886.00"
"SO - 0005137","Wholesale",4,"WARE-PUJ1005",5,"23/08/19","18/01/20",148,05/02/20,18,08/02/20,3,"USD",28,12,267,43,4,0.15,"2,487.71","5,293.00"
"SO - 0002300","In-Store",1,"WARE-PUJ1005",5,"27/10/18",09/02/19,105,"24/02/19",15,02/03/19,6,"USD",8,44,300,2,8,0.15,825.71,"1,045.20"
"SO - 0004820","Distributor",3,"WARE-NBV1002",2,"23/08/19","14/12/19",113,"17/12/19",3,"27/12/19",10,"USD",20,41,71,15,2,0.08,"2,026.08","3,376.80"
"SO - 0002398","In-Store",1,"WARE-XYS1001",1,"27/10/18","20/02/19",116,"20/03/19",28,"27/03/19",7,"USD",4,32,4,33,8,0.05,"1,167.41","1,768.80"
"SO - 0007259","Wholesale",4,"WARE-PUJ1005",5,"18/06/20","24/09/20",98,"15/10/20",21,"23/10/20",8,"USD",27,23,272,19,1,0.08,"1,678.75","2,331.60"
"SO - 000745","Online",2,"WARE-PUJ1005",5,10/04/18,"13/08/18",125,05/09/18,23,09/09/18,4,"USD",13,22,313,11,8,0.1,513.29,"1,092.10"
"SO - 0001865","In-Store",1,"WARE-XYS1001",1,"19/07/18","25/12/18",159,"20/01/19",26,"22/01/19",2,"USD",12,30,58,46,5,0.05,"1,897.04","2,432.10"
"SO - 0004450","Distributor",3,"WARE-UHY1004",4,"23/08/19","31/10/19",69,11/11/19,11,"21/11/19",10,"USD",25,36,205,29,4,0.2,523.27,737
"SO - 0006628","In-Store",1,"WARE-NMK1003",3,10/03/20,12/07/20,124,"20/07/20",8,"27/07/20",7,"USD",1,44,201,31,5,0.1,851.24,"1,105.50"
"SO - 0007381","Distributor",3,"WARE-PUJ1005",5,"18/06/20",09/10/20,113,"31/10/20",22,01/11/20,1,"USD",23,13,304,39,1,0.08,"2,049.33","2,807.30"
"SO - 0004652","In-Store",1,"WARE-PUJ1005",5,"23/08/19","24/11/19",93,06/12/19,12,12/12/19,6,"USD",5,42,323,47,1,0.08,"1,690.68","2,284.70"
"SO - 0004728","In-Store",1,"WARE-NMK1003",3,"23/08/19",02/12/19,101,"20/12/19",18,"28/12/19",8,"USD",10,42,112,19,7,0.2,648.96,"1,118.90"
"SO - 0004854","In-Store",1,"WARE-NMK1003",3,"23/08/19","18/12/19",117,10/01/20,23,"18/01/20",8,"USD",3,23,120,22,8,0.08,"1,468.10","2,224.40"
"SO - 0001110","In-Store",1,"WARE-XYS1001",1,10/04/18,"26/09/18",169,12/10/18,16,"19/10/18",7,"USD",10,3,29,2,4,0.4,872.61,"1,983.20"
"SO - 0002579","In-Store",1,"WARE-MKL1006",6,04/02/19,"18/03/19",42,03/04/19,16,06/04/19,3,"USD",6,28,358,30,7,0.08,486.89,"1,132.30"
"SO - 0003566","In-Store",1,"WARE-PUJ1005",5,"15/05/19","14/07/19",60,05/08/19,22,07/08/19,2,"USD",7,26,305,47,6,0.15,"1,041.98","1,929.60"
"SO - 000613","In-Store",1,"WARE-UHY1004",4,10/04/18,"31/07/18",112,"24/08/18",24,"30/08/18",6,"USD",5,3,218,28,4,0.15,"1,836.87","3,993.20"
"SO - 0004428","Online",2,"WARE-PUJ1005",5,"23/08/19","28/10/19",66,"21/11/19",24,"26/11/19",5,"USD",13,15,289,47,4,0.05,128.77,207.7
"SO - 0005967","Online",2,"WARE-NMK1003",3,01/12/19,"26/04/20",147,"30/04/20",4,08/05/20,8,"USD",15,37,199,28,2,0.05,793.28,"1,072.00"
"SO - 0006627","Online",2,"WARE-NMK1003",3,10/03/20,12/07/20,124,"18/07/20",6,"20/07/20",2,"USD",20,3,129,47,1,0.08,"2,939.63","6,532.50"
"SO - 000797","Online",2,"WARE-UHY1004",4,10/04/18,"19/08/18",131,"28/08/18",9,07/09/18,10,"USD",16,20,258,2,3,0.05,"1,427.90","1,983.20"
"SO - 0005422","In-Store",1,"WARE-MKL1006",6,01/12/19,"21/02/20",82,"27/02/20",6,05/03/20,7,"USD",2,9,337,28,5,0.08,"1,015.59","1,916.20"
"SO - 0003771","Wholesale",4,"WARE-UHY1004",4,"15/05/19",06/08/19,83,"23/08/19",17,"24/08/19",1,"USD",26,43,231,40,8,0.08,"1,685.39","3,919.50"
"SO - 000414","Online",2,"WARE-MKL1006",6,10/04/18,08/07/18,89,"31/07/18",23,01/08/18,1,"USD",15,40,351,4,7,0.08,"2,636.72","6,277.90"
"SO - 0001880","Online",2,"WARE-MKL1006",6,"19/07/18","27/12/18",161,12/01/19,16,"18/01/19",6,"USD",17,5,330,43,8,0.08,588.13,"1,031.80"
"SO - 0005142","In-Store",1,"WARE-NMK1003",3,"23/08/19","19/01/20",149,03/02/20,15,08/02/20,5,"USD",10,12,142,34,2,0.08,"2,137.17","2,606.30"
"SO - 0006894","In-Store",1,"WARE-MKL1006",6,10/03/20,"13/08/20",156,02/09/20,20,12/09/20,10,"USD",1,17,352,46,2,0.05,"1,282.11","2,003.30"
"SO - 0007631","In-Store",1,"WARE-NMK1003",3,"26/09/20",06/11/20,41,"19/11/20",13,"28/11/20",9,"USD",9,14,174,5,3,0.05,"2,296.49","5,601.20"
"SO - 0001762","Online",2,"WARE-PUJ1005",5,"27/10/18","15/12/18",49,"26/12/18",11,"27/12/18",1,"USD",20,12,325,7,6,0.08,"1,793.39","2,525.90"
"SO - 000325","Online",2,"WARE-NMK1003",3,10/04/18,"27/06/18",78,05/07/18,8,"14/07/18",9,"USD",15,4,176,42,5,0.3,"1,590.31","2,304.80"
"SO - 0005830","In-Store",1,"WARE-PUJ1005",5,01/12/19,09/04/20,130,"27/04/20",18,07/05/20,10,"USD",12,5,304,5,1,0.15,"1,447.20","2,010.00"
"SO - 0007191","In-Store",1,"WARE-XYS1001",1,"18/06/20","18/09/20",92,"24/09/20",6,04/10/20,10,"USD",11,12,45,25,4,0.1,110.55,167.5
"SO - 000156","Distributor",3,"WARE-NMK1003",3,"31/12/17",06/06/18,157,02/07/18,26,08/07/18,6,"USD",24,32,148,33,8,0.08,"1,010.36","2,525.90"
"SO - 0001694","Distributor",3,"WARE-NMK1003",3,"19/07/18",07/12/18,141,"14/12/18",7,"21/12/18",7,"USD",23,47,173,37,6,0.08,500.89,"1,192.60"
"SO - 0006145","Online",2,"WARE-NMK1003",3,10/03/20,"18/05/20",69,02/06/20,15,03/06/20,1,"USD",12,30,147,40,8,0.05,171.52,268
"SO - 0002639","In-Store",1,"WARE-XYS1001",1,"27/10/18","26/03/19",150,"16/04/19",21,"21/04/19",5,"USD",12,19,26,6,8,0.08,611.44,"1,132.30"
"SO - 0003843","Wholesale",4,"WARE-NMK1003",3,"15/05/19","14/08/19",91,"26/08/19",12,"31/08/19",5,"USD",27,8,161,15,2,0.3,"1,175.85","1,809.00"
"SO - 0003871","Online",2,"WARE-XYS1001",1,"15/05/19","18/08/19",95,"14/09/19",27,"20/09/19",6,"USD",20,16,58,13,4,0.08,671.34,"1,118.90"
"SO - 0003369","Online",2,"WARE-NMK1003",3,04/02/19,"18/06/19",134,10/07/19,22,11/07/19,1,"USD",12,1,201,9,2,0.05,697.07,"1,025.10"
"SO - 0006749","In-Store",1,"WARE-NBV1002",2,10/03/20,"25/07/20",137,"16/08/20",22,"23/08/20",7,"USD",3,19,59,46,7,0.1,"2,069.43","3,088.70"
"SO - 0005447","Distributor",3,"WARE-UHY1004",4,"23/08/19","23/02/20",184,"29/02/20",6,08/03/20,8,"USD",24,47,253,12,3,0.1,528.23,978.2
"SO - 0005672","In-Store",1,"WARE-MKL1006",6,01/12/19,"22/03/20",112,"17/04/20",26,"24/04/20",7,"USD",3,48,359,18,5,0.1,177.68,261.3
"SO - 0006284","In-Store",1,"WARE-XYS1001",1,10/03/20,01/06/20,83,"15/06/20",14,"20/06/20",5,"USD",3,37,36,46,1,0.08,498.41,"1,159.10"
"SO - 0001927","Online",2,"WARE-NMK1003",3,"27/10/18","31/12/18",65,"27/01/19",27,"29/01/19",2,"USD",16,40,125,29,6,0.05,"3,594.55","6,197.50"
"SO - 0007002","Online",2,"WARE-NMK1003",3,"18/06/20","26/08/20",69,10/09/20,15,"16/09/20",6,"USD",16,23,196,26,8,0.15,"3,237.04","5,581.10"
"SO - 0007599","Online",2,"WARE-PUJ1005",5,"18/06/20",01/11/20,136,"14/11/20",13,"19/11/20",5,"USD",16,24,318,26,3,0.3,862.56,"1,051.90"
"SO - 0003363","Online",2,"WARE-XYS1001",1,04/02/19,"17/06/19",133,"30/06/19",13,06/07/19,6,"USD",14,12,49,27,7,0.1,137.08,221.1
"SO - 0002218","In-Store",1,"WARE-NMK1003",3,"27/10/18","30/01/19",95,"18/02/19",19,"28/02/19",10,"USD",5,34,101,24,7,0.1,"2,366.37","3,879.30"
"SO - 000824","In-Store",1,"WARE-NMK1003",3,10/04/18,"22/08/18",134,12/09/18,21,"15/09/18",3,"USD",8,11,121,38,5,0.1,854.25,"1,139.00"
"SO - 0006081","In-Store",1,"WARE-XYS1001",1,01/12/19,10/05/20,161,"28/05/20",18,"29/05/20",1,"USD",9,48,58,46,7,0.4,590.94,938
"SO - 0006513","Online",2,"WARE-UHY1004",4,10/03/20,"30/06/20",112,10/07/20,10,"13/07/20",3,"USD",20,14,224,27,3,0.08,166.83,201
"SO - 0001643","Online",2,"WARE-PUJ1005",5,"27/10/18",01/12/18,35,"24/12/18",23,"29/12/18",5,"USD",15,42,263,46,2,0.08,"1,220.47","1,768.80"
"SO - 0001641","In-Store",1,"WARE-XYS1001",1,"19/07/18",01/12/18,135,11/12/18,10,"19/12/18",8,"USD",1,49,51,23,5,0.4,"1,337.86","1,715.20"
"SO - 0002272","Wholesale",4,"WARE-NMK1003",3,"27/10/18",06/02/19,102,09/02/19,3,"18/02/19",9,"USD",27,22,136,28,8,0.08,893.65,"1,145.70"
"SO - 0008020","Online",2,"WARE-PUJ1005",5,"26/09/20","22/12/20",87,"29/12/20",7,02/01/21,4,"USD",12,3,315,44,3,0.08,"2,792.36","3,932.90"
"SO - 0001789","Online",2,"WARE-XYS1001",1,"27/10/18","18/12/18",52,"13/01/19",26,"20/01/19",7,"USD",18,47,55,35,5,0.4,"1,715.74","2,599.60"
"SO - 0002372","In-Store",1,"WARE-UHY1004",4,"27/10/18","17/02/19",113,10/03/19,21,"16/03/19",6,"USD",11,27,242,21,7,0.08,"4,664.81","6,478.90"
"SO - 0001943","In-Store",1,"WARE-NMK1003",3,"19/07/18",01/01/19,166,"17/01/19",16,"27/01/19",10,"USD",1,42,88,47,2,0.3,977.66,"1,715.20"
"SO - 0002997","In-Store",1,"WARE-PUJ1005",5,04/02/19,05/05/19,90,"28/05/19",23,"30/05/19",2,"USD",6,44,262,16,4,0.4,"4,754.05","6,512.40"
"SO - 0007852","In-Store",1,"WARE-XYS1001",1,"18/06/20",01/12/20,166,09/12/20,8,10/12/20,1,"USD",5,3,14,11,1,0.05,601.39,884.4
"SO - 000347","In-Store",1,"WARE-NBV1002",2,10/04/18,"29/06/18",80,"24/07/18",25,"29/07/18",5,"USD",8,25,80,43,8,0.05,613.05,"1,005.00"
"SO - 000898","Online",2,"WARE-PUJ1005",5,10/04/18,"31/08/18",143,"19/09/18",19,"23/09/18",4,"USD",13,9,264,9,2,0.1,134.13,174.2
"SO - 0001886","Online",2,"WARE-NBV1002",2,"27/10/18","27/12/18",61,"14/01/19",18,"21/01/19",7,"USD",18,4,83,43,5,0.08,743.7,"1,005.00"
"SO - 0006247","Wholesale",4,"WARE-XYS1001",1,10/03/20,"29/05/20",80,08/06/20,10,10/06/20,2,"USD",27,30,49,10,4,0.1,"4,998.27","6,170.70"
"SO - 0001757","Distributor",3,"WARE-NMK1003",3,"19/07/18","14/12/18",148,10/01/19,27,11/01/19,1,"USD",22,46,102,9,3,0.05,133.2,187.6
"SO - 0001889","Online",2,"WARE-NMK1003",3,"27/10/18","28/12/18",62,"20/01/19",23,"27/01/19",7,"USD",17,49,184,11,2,0.05,98.49,234.5
"SO - 0004074","In-Store",1,"WARE-NMK1003",3,"15/05/19","13/09/19",121,01/10/19,18,11/10/19,10,"USD",5,9,93,28,6,0.2,655.26,"1,092.10"
"SO - 0005342","Wholesale",4,"WARE-XYS1001",1,01/12/19,"13/02/20",74,12/03/20,28,"13/03/20",1,"USD",26,30,33,46,4,0.05,784.17,"1,031.80"
"SO - 0001620","Distributor",3,"WARE-XYS1001",1,"19/07/18","28/11/18",132,04/12/18,6,06/12/18,2,"USD",24,29,41,36,5,0.05,128.24,221.1
"SO - 0004321","In-Store",1,"WARE-PUJ1005",5,"15/05/19","14/10/19",152,"20/10/19",6,"21/10/19",1,"USD",4,10,295,13,3,0.08,227.8,268
"SO - 0005383","In-Store",1,"WARE-NMK1003",3,01/12/19,"18/02/20",79,"29/02/20",11,03/03/20,3,"USD",9,45,106,4,1,0.05,165.09,214.4
"SO - 0001663","In-Store",1,"WARE-UHY1004",4,"19/07/18",04/12/18,138,11/12/18,7,"13/12/18",2,"USD",4,20,228,47,7,0.1,109.75,174.2
"SO - 0006558","Distributor",3,"WARE-MKL1006",6,10/03/20,05/07/20,117,"23/07/20",18,"29/07/20",6,"USD",23,33,346,8,6,0.05,"2,042.16","5,105.40"
"SO - 0007711","Online",2,"WARE-NMK1003",3,"18/06/20","16/11/20",151,02/12/20,16,06/12/20,4,"USD",18,28,148,15,7,0.3,"1,347.91","3,209.30"
"SO - 0002890","Distributor",3,"WARE-MKL1006",6,04/02/19,"25/04/19",80,"19/05/19",24,"23/05/19",4,"USD",22,4,337,46,6,0.05,"1,697.11","1,996.60"
"SO - 0006638","In-Store",1,"WARE-MKL1006",6,10/03/20,"13/07/20",125,"18/07/20",5,"22/07/20",4,"USD",4,46,353,39,3,0.05,"2,950.01","3,470.60"
"SO - 0004477","Online",2,"WARE-NMK1003",3,"23/08/19",04/11/19,73,01/12/19,27,11/12/19,10,"USD",20,50,121,7,4,0.1,"4,384.21","5,768.70"
"SO - 000251","Online",2,"WARE-NMK1003",3,"31/12/17","17/06/18",168,"29/06/18",12,08/07/18,9,"USD",12,25,163,26,4,0.08,"2,371.80","4,020.00"
"SO - 0001335","In-Store",1,"WARE-NMK1003",3,"19/07/18","26/10/18",99,"15/11/18",20,"25/11/18",10,"USD",4,44,94,45,2,0.1,"1,183.49","2,572.80"
"SO - 0005799","In-Store",1,"WARE-UHY1004",4,01/12/19,06/04/20,127,12/04/20,6,"14/04/20",2,"USD",12,39,244,27,8,0.05,"1,331.02","3,169.10"
"SO - 000612","Distributor",3,"WARE-MKL1006",6,10/04/18,"30/07/18",111,07/08/18,8,10/08/18,3,"USD",23,41,362,15,3,0.05,589.47,"1,112.20"
"SO - 0003238","In-Store",1,"WARE-MKL1006",6,04/02/19,02/06/19,118,11/06/19,9,"17/06/19",6,"USD",7,49,366,45,3,0.2,482.4,"1,072.00"
"SO - 0006259","Distributor",3,"WARE-PUJ1005",5,10/03/20,"31/05/20",82,"28/06/20",28,03/07/20,5,"USD",25,50,266,6,2,0.05,"1,722.03","2,425.40"
"SO - 000359","In-Store",1,"WARE-NMK1003",3,10/04/18,"30/06/18",81,"17/07/18",17,"21/07/18",4,"USD",9,34,148,15,5,0.08,"2,907.53","3,825.70"
"SO - 0004008","In-Store",1,"WARE-MKL1006",6,"15/05/19",04/09/19,112,12/09/19,8,"14/09/19",2,"USD",2,23,341,10,6,0.05,603.67,"1,139.00"
"SO - 0001616","Online",2,"WARE-PUJ1005",5,"19/07/18","28/11/18",132,01/12/18,3,02/12/18,1,"USD",20,37,322,28,8,0.1,129.44,187.6
"SO - 0001908","Distributor",3,"WARE-PUJ1005",5,"27/10/18","29/12/18",63,"17/01/19",19,"18/01/19",1,"USD",22,44,295,21,2,0.1,613.65,864.3
"SO - 0002408","In-Store",1,"WARE-MKL1006",6,"27/10/18","22/02/19",118,"17/03/19",23,"26/03/19",9,"USD",7,44,358,40,5,0.05,"2,850.85","5,701.70"
"SO - 0002881","In-Store",1,"WARE-MKL1006",6,04/02/19,"24/04/19",79,"20/05/19",26,"30/05/19",10,"USD",8,6,345,45,7,0.08,714.56,904.5
"SO - 0003340","In-Store",1,"WARE-XYS1001",1,04/02/19,"13/06/19",129,06/07/19,23,"15/07/19",9,"USD",6,50,40,35,3,0.08,822.96,"1,159.10"
"SO - 0005678","In-Store",1,"WARE-PUJ1005",5,01/12/19,"23/03/20",113,"17/04/20",25,"25/04/20",8,"USD",5,27,303,4,1,0.05,176.01,247.9
"SO - 0001614","In-Store",1,"WARE-UHY1004",4,"19/07/18","28/11/18",132,"13/12/18",15,"14/12/18",1,"USD",10,19,241,28,4,0.1,"1,802.97","3,919.50"
"SO - 0004054","In-Store",1,"WARE-XYS1001",1,"15/05/19",10/09/19,118,02/10/19,22,07/10/19,5,"USD",6,43,25,39,2,0.05,"1,714.80","2,559.40"
"SO - 0006300","In-Store",1,"WARE-NMK1003",3,10/03/20,03/06/20,85,"17/06/20",14,"22/06/20",5,"USD",3,33,122,43,5,0.05,"1,183.49","2,572.80"
"SO - 0007755","Wholesale",4,"WARE-PUJ1005",5,"26/09/20","20/11/20",55,09/12/20,19,12/12/20,3,"USD",26,50,291,36,5,0.05,"1,743.27","2,767.10"
"SO - 0002255","In-Store",1,"WARE-UHY1004",4,"27/10/18",04/02/19,100,"21/02/19",17,"24/02/19",3,"USD",8,34,236,12,1,0.08,"1,034.75","1,916.20"
"SO - 0005651","Online",2,"WARE-NMK1003",3,01/12/19,"19/03/20",109,"14/04/20",26,"21/04/20",7,"USD",20,39,98,8,7,0.2,943.36,"1,715.20"
"SO - 0007393","Distributor",3,"WARE-PUJ1005",5,"18/06/20",10/10/20,114,"27/10/20",17,01/11/20,5,"USD",25,15,286,41,5,0.08,586.79,"1,011.70"
"SO - 0007642","Online",2,"WARE-PUJ1005",5,"18/06/20",07/11/20,142,02/12/20,25,05/12/20,3,"USD",18,34,304,4,4,0.3,676.57,"1,025.10"
"SO - 0003959","Distributor",3,"WARE-PUJ1005",5,"15/05/19","28/08/19",105,08/09/19,11,"17/09/19",9,"USD",24,33,326,20,5,0.05,830.93,"1,065.30"
"SO - 0006529","Online",2,"WARE-MKL1006",6,10/03/20,02/07/20,114,"29/07/20",27,01/08/20,3,"USD",17,41,346,47,2,0.15,905.84,"1,132.30"
"SO - 0006856","Online",2,"WARE-NMK1003",3,10/03/20,08/08/20,151,11/08/20,3,"13/08/20",2,"USD",19,21,178,37,2,0.2,689.83,884.4
"SO - 0007996","In-Store",1,"WARE-NMK1003",3,"26/09/20","20/12/20",85,"30/12/20",10,01/01/21,2,"USD",6,14,194,28,8,0.08,524.61,971.5
"SO - 0008032","Wholesale",4,"WARE-NMK1003",3,"26/09/20","24/12/20",89,05/01/21,12,"14/01/21",9,"USD",27,38,188,47,3,0.05,"1,301.01","1,782.20"
"SO - 0006403","In-Store",1,"WARE-XYS1001",1,10/03/20,"16/06/20",98,"19/06/20",3,"27/06/20",8,"USD",11,6,11,42,3,0.08,500.49,"1,112.20"
"SO - 0005536","Distributor",3,"WARE-UHY1004",4,01/12/19,04/03/20,94,10/03/20,6,11/03/20,1,"USD",20,26,219,23,1,0.05,"1,616.04","2,412.00"
"SO - 000105","Distributor",3,"WARE-NMK1003",3,10/04/18,"31/05/18",51,"16/06/18",16,"26/06/18",10,"USD",22,49,111,26,8,0.1,"3,080.53","3,899.40"
"SO - 0002482","In-Store",1,"WARE-NMK1003",3,"27/10/18",03/03/19,127,"28/03/19",25,"29/03/19",1,"USD",9,10,116,28,4,0.1,"3,263.44","3,979.80"
"SO - 0003768","Distributor",3,"WARE-UHY1004",4,"15/05/19",05/08/19,82,"26/08/19",21,"29/08/19",3,"USD",24,8,204,9,7,0.05,"1,410.75","2,519.20"
"SO - 0006649","In-Store",1,"WARE-MKL1006",6,10/03/20,"15/07/20",127,"31/07/20",16,02/08/20,2,"USD",11,25,338,12,3,0.05,570.1,850.9
"SO - 0002548","In-Store",1,"WARE-UHY1004",4,04/02/19,"14/03/19",38,"21/03/19",7,"25/03/19",4,"USD",6,46,219,19,2,0.05,"1,654.63","1,969.80"
"SO - 0004733","In-Store",1,"WARE-XYS1001",1,"23/08/19",03/12/19,102,"28/12/19",25,01/01/20,4,"USD",6,9,35,4,4,0.15,614.86,"1,078.70"
"SO - 0007674","Distributor",3,"WARE-XYS1001",1,"18/06/20",11/11/20,146,"20/11/20",9,"29/11/20",9,"USD",21,28,41,27,6,0.08,"1,482.04","1,876.00"
"SO - 0001450","Online",2,"WARE-MKL1006",6,"19/07/18",08/11/18,112,03/12/18,25,04/12/18,1,"USD",20,9,347,16,2,0.1,"1,384.89","1,775.50"
"SO - 0002309","Wholesale",4,"WARE-XYS1001",1,"27/10/18",10/02/19,106,"19/02/19",9,"27/02/19",8,"USD",25,27,14,19,7,0.05,464.31,844.2
"SO - 0004299","In-Store",1,"WARE-PUJ1005",5,"15/05/19",10/10/19,148,06/11/19,27,"15/11/19",9,"USD",6,43,290,32,4,0.4,95.48,167.5
"SO - 0003495","Wholesale",4,"WARE-UHY1004",4,04/02/19,03/07/19,149,"13/07/19",10,"20/07/19",7,"USD",26,43,227,45,1,0.3,807.02,"1,105.50"
"SO - 000505","Online",2,"WARE-UHY1004",4,10/04/18,"18/07/18",99,01/08/18,14,05/08/18,4,"USD",12,21,228,1,7,0.15,"2,342.32","3,082.00"
"SO - 0001883","In-Store",1,"WARE-XYS1001",1,"19/07/18","27/12/18",161,"18/01/19",22,"23/01/19",5,"USD",8,46,32,32,7,0.05,717.37,864.3
"SO - 0004166","In-Store",1,"WARE-NMK1003",3,"15/05/19","25/09/19",133,"15/10/19",20,"16/10/19",1,"USD",9,42,148,30,4,0.05,"1,402.65","2,646.50"
"SO - 0006870","In-Store",1,"WARE-NMK1003",3,"18/06/20",11/08/20,54,"25/08/20",14,"29/08/20",4,"USD",7,48,143,1,4,0.08,"1,451.42","1,748.70"
"SO - 0005068","In-Store",1,"WARE-UHY1004",4,"23/08/19",11/01/20,141,07/02/20,27,"15/02/20",8,"USD",6,11,228,3,6,0.1,983.02,"1,755.40"
"SO - 000390","Online",2,"WARE-MKL1006",6,10/04/18,04/07/18,85,"30/07/18",26,"31/07/18",1,"USD",15,44,334,45,5,0.08,851.24,"1,105.50"
"SO - 000577","Wholesale",4,"WARE-PUJ1005",5,10/04/18,"25/07/18",106,"17/08/18",23,"20/08/18",3,"USD",25,3,266,22,4,0.4,652.25,"1,105.50"
"SO - 0004978","Distributor",3,"WARE-XYS1001",1,"23/08/19",02/01/20,132,"18/01/20",16,"21/01/20",3,"USD",24,6,24,37,3,0.08,"2,925.22","3,953.00"
"SO - 000838","Online",2,"WARE-XYS1001",1,10/04/18,"23/08/18",135,"16/09/18",24,"25/09/18",9,"USD",13,3,17,30,4,0.08,"4,129.08","5,815.60"
"SO - 000954","In-Store",1,"WARE-XYS1001",1,"19/07/18",08/09/18,51,"30/09/18",22,02/10/18,2,"USD",7,27,25,33,7,0.05,"2,599.53","3,209.30"
"SO - 0004042","Distributor",3,"WARE-NMK1003",3,"15/05/19",09/09/19,117,"27/09/19",18,"30/09/19",3,"USD",23,39,105,9,4,0.05,"1,034.15","2,298.10"
